status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
46895347303_10154915565852304,"b'It\xe2\x80\x99s #NationalCheeseburgerDay and Jack\xe2\x80\x99s making it rain burgers. Well, buy one get one free burger coupons, technically. Click here to get your coupon: jbox.is/NCBD'",b'Jack in the Box | National Cheeseburger Day',video,https://www.facebook.com/jackinthebox/videos/10154915565852304/,2017-09-18 09:30:00,582,159,230
46895347303_10154895067917304,,b'Jack in the Box | Jack Pack',video,https://www.facebook.com/jackinthebox/videos/10154895067917304/,2017-09-05 17:11:27,106,60,21
46895347303_10154879000677304,b'Need some fantasy draft tips? Call my guy. He\xe2\x80\x99s helped me win 9 seasons in a row. #fantasyfootball #draft\n\n(833) DA-CHIMP',,photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154879000082304/?type=3,2017-08-30 13:18:00,253,62,42
46895347303_10154858056652304,,b'David Lopez',video,https://www.facebook.com/davidlopezfilms/videos/1962393724018549/,2017-08-21 21:37:24,155,39,0
46895347303_10154849912507304,b'Join Jack on an incredible mission to put a gigantic version of his hat on the moon just in time for the #solareclipse. We\xe2\x80\x99re only a mere 66 trillion dollars short of our goal. Learn more and donate here: jbox.is/Moon',b'Jack in the Box | Project Moon Hat',video,https://www.facebook.com/jackinthebox/videos/10154849912507304/,2017-08-18 19:30:11,407,62,212
46895347303_10154831204862304,"b'Jack\xe2\x80\x99s got your back, Lefties. This National #LeftHandersDay, he\xe2\x80\x99s introducing the New Left-Handed Menu just for you.'",b'Jack in the Box | National Left Handers Day',video,https://www.facebook.com/jackinthebox/videos/10154831204862304/,2017-08-13 09:21:00,767,286,554
46895347303_10154818359757304,"b'We\xe2\x80\x99re proud to announce the newest addition to the Jack in the Box team\xe2\x80\x94 Nick Young \xe2\x80\x9cSwaggy P\xe2\x80\x9d as our very first Chief Swag Officer. Welcome aboard, Mr. P.'",b'Chief Swag Officer',video,https://www.facebook.com/jackinthebox/videos/10154818359757304/,2017-08-07 15:00:00,803,212,199
46895347303_10154781392502304,,b'GamesRadar+',video,https://www.facebook.com/gamesradarplus/videos/10154964474993095/,2017-07-24 13:04:39,67,25,0
46895347303_10154740331302304,"b'French Fries, oh, French Fries\nTo you I\xe2\x80\x99ll always be true\nBecause I only have fries for you\nLove, Jack.\nHappy #NationalFrenchFryDay!'",b'Jack in the Box | National French Fry Day',video,https://www.facebook.com/jackinthebox/videos/10154740331302304/,2017-07-13 09:00:00,715,119,109
46895347303_10154740931162304,b'Honoring the legendary team up \xf0\x9f\x8d\x94\xf0\x9f\x8d\x9f\xf0\x9f\x99\x8c\xf0\x9f\x8f\x86',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154740931162304/?type=3,2017-07-12 10:00:00,956,153,117
46895347303_10154728339122304,b'The ultimate #pokerface',b'Jack in the Box | Poker Face',video,https://www.facebook.com/jackinthebox/videos/10154728339122304/,2017-07-07 12:50:47,404,35,34
46895347303_10154700925517304,"b""Now that's a grand finale. Happy #FourthofJuly!""",,video,https://www.facebook.com/jackinthebox/videos/10154700925517304/,2017-07-04 08:00:00,541,32,121
46895347303_10154669979312304,"b'I present to you, the never-ending selfie. #NationalSelfieDay'",,video,https://www.facebook.com/jackinthebox/videos/10154669979312304/,2017-06-21 11:00:00,327,71,65
46895347303_10154669953327304,"b'Jack in the Box, bringing comfort food to uncomfortable situations.'",b'Jack in the Box | Date Night',video,https://www.facebook.com/jackinthebox/videos/10154669953327304/,2017-06-19 11:38:40,271,38,23
46895347303_10154661685572304,"b'If you can get through Jack\xe2\x80\x99s dad jokes, you deserve some free tacos this #FathersDay weekend. Download the coupon here: http://jbox.is/FathersDay\n\nLimited time only. Participating locations.'","b""Jack in the Box | Father's Day""",video,https://www.facebook.com/jackinthebox/videos/10154661685572304/,2017-06-16 12:54:50,245,44,92
46895347303_10154659678267304,b'Congrats Golden State Warriors on another win! Did you guys see me at the parade? I was the one in the yellow hat. #proudpartner #WarriorsParade',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154659678267304/?type=3,2017-06-15 19:22:00,275,22,25
46895347303_10154642786182304,b'You wouldn\xe2\x80\x99t like him when he\xe2\x80\x99s hangry.  #GameDev #GameLaunch #NotReal #JustKidding',b'Jack in the Box | Fist of Flavor',video,https://www.facebook.com/jackinthebox/videos/10154642786182304/,2017-06-14 20:00:00,464,37,85
46895347303_10154641850082304,b'He\xe2\x80\x99s got his BBQ Bazooka locked and loaded. Friendly fire welcome.  #GameDev #GameLaunch #NotReal #JustKidding',b'Jack in the Box | Soldiers of Bacon 2',video,https://www.facebook.com/jackinthebox/videos/10154641850082304/,2017-06-12 20:00:00,963,132,301
46895347303_10154642779577304,b'They\xe2\x80\x99ve made contact. They want onion rings.  #GameDev #GameLaunch #NotReal #JustKidding',"b""Jack in the Box | Space Jack- Saturn's Onion Rings""",video,https://www.facebook.com/jackinthebox/videos/10154642779577304/,2017-06-12 20:00:00,252,36,56
46895347303_10154642775127304,b'He has an appetite for vengeance and a milkshake on the side. #GameDev #GameLaunch #NotReal #JustKidding',b'Jack in the Box | Vanilla Shakes of Valhalla',video,https://www.facebook.com/jackinthebox/videos/10154642775127304/,2017-06-11 20:00:00,1431,205,490
46895347303_10154642772027304,b'From legend of the grill to hero of the gridiron. #GameDev #GameLaunch #NotReal #JustKidding',,video,https://www.facebook.com/jackinthebox/videos/10154642772027304/,2017-06-10 14:00:00,1543,98,290
46895347303_10154575709122304,b'Hi-FIVE!!! We still serve Hi-C! #HiCOrange #YoureWelcome',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154575709122304/?type=3,2017-05-17 12:17:07,4545,532,710
46895347303_10154567295337304,"b'#HappyMothersDay, Mom. You\xe2\x80\x99ve been there for me even before I could say, \xe2\x80\x9cdo you want curly fries with that?\xe2\x80\x9d'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154567295337304/?type=3,2017-05-14 13:02:05,321,39,33
46895347303_10154559637192304,b'Congrats to the class of 2017! Lettuce celebrate.',b'Lettuce Celebrate',video,https://www.facebook.com/jackinthebox/videos/10154559637192304/,2017-05-11 15:29:12,388,61,79
46895347303_10154526644497304,,b'KHOU 11 News',video,https://www.facebook.com/KHOU11/videos/10156254209039062/,2017-04-28 18:27:23,58,16,0
46895347303_10154435875367304,b'Fries make everything better.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154435875367304/?type=3,2017-04-18 17:00:00,161,67,19
46895347303_10154495015287304,,b'Megan Batoon',video,https://www.facebook.com/MeganBatoonFP/videos/1109212759224997/,2017-04-17 11:32:37,100,28,0
46895347303_10154462615122304,b'Introducing Jack\xe2\x80\x99s New Cinnabon\xc2\xae Iced CinnaCoffee. Hypnotically delicious.',,video,https://www.facebook.com/jackinthebox/videos/10154462615122304/,2017-04-07 18:50:10,297,63,50
46895347303_10154454874982304,"b'Just another day crashing cravings with our good friend, Terrell Owens. #cravevan'",,video,https://www.facebook.com/jackinthebox/videos/10154454874982304/,2017-04-05 21:00:00,140,29,21
46895347303_10154448531412304,,"b""Jack in the Box's cover photo""",photo,https://www.facebook.com/jackinthebox/photos/a.10150631608197304.388514.46895347303/10154448530907304/?type=3,2017-04-03 12:56:48,395,72,50
46895347303_10154441076897304,"b'Mini puppies, wearing mini hats, eating mini pancakes!'",,video,https://www.facebook.com/jackinthebox/videos/10154441076897304/,2017-04-01 09:00:00,366,83,130
46895347303_10154435868152304,"b'A wise man once said: \xe2\x80\x9cWhen one door closes, a Jack in the Box is still open.\xe2\x80\x9d'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154435868152304/?type=3,2017-03-31 23:00:00,2641,184,188
46895347303_10154435866872304,b'Cheat Code: Need a little Late Night boost? Try this cheat code.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154435866872304/?type=3,2017-03-30 23:00:00,2522,312,480
46895347303_10154435863887304,"b'If your professor catches you, quickly eat the evidence. #CollegeSurvivalTip'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154435863887304/?type=3,2017-03-29 13:11:58,1814,159,159
46895347303_10154428135892304,b'When you need something for everyone.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154428135892304/?type=3,2017-03-26 12:43:56,6521,240,833
46895347303_10154422771477304,b'Make my burgers grow',,video,https://www.facebook.com/jackinthebox/videos/10154422771477304/,2017-03-24 19:00:00,376,48,45
46895347303_10154422328462304,b'Turn March sadness... into gladness. Watch the entire video for a surprise.',b'March sadness',video,https://www.facebook.com/jackinthebox/videos/10154422328462304/,2017-03-24 11:50:27,526,32,52
46895347303_10154400666102304,"b""Everyone's getting fit for spring break and I'm over here like \xf0\x9f\x8d\x94\xf0\x9f\x8d\x94""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154400666102304/?type=3,2017-03-17 12:55:02,359,43,67
46895347303_10154282875692304,"b'The leaks from JackiLeaks continue. Please, don\xe2\x80\x99t believe everything they\xe2\x80\x99re saying about Jack.'",b'Jack in the Box | Online Fued',video,https://www.facebook.com/jackinthebox/videos/10154282875692304/,2017-03-16 11:00:00,462,27,34
46895347303_10154376906457304,,b'Onion Labs',video,https://www.facebook.com/OnionLabs/videos/1239499646086521/,2017-03-09 17:13:00,39,12,0
46895347303_10154370182062304,b'Hour 48. Need snack. Might be seeing curly fries #newgame #ghost',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154370182062304/?type=3,2017-03-07 16:55:44,365,48,67
46895347303_10154333956622304,"b'When the city sleeps, we feast.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154333956622304/?type=3,2017-03-03 23:00:00,403,44,37
46895347303_10154333947192304,"b'For a Late Night power-up, grab some fries. For an extra life, grab a burger.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154333947192304/?type=3,2017-03-02 23:00:00,309,43,33
46895347303_10154345996337304,"b'Head to your local Jack in the Box and pour 5 drinks with the Coca-Cola Freestyle app through 3/31/17, and get a $5 Amazon.com gift card!'","b'Refreshment, Rewards and More'",link,http://jbox.is/CCFreestyle,2017-02-27 14:25:46,158,16,35
46895347303_10154333690532304,b'Breakfast time! Are you seeing what we\xe2\x80\x99re seeing?',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154333690532304/?type=3,2017-02-27 09:00:02,274,20,20
46895347303_10154309317802304,b'This is definitely a picture of me dunking in the #AllStar game. #NoFIlter #Real #NoRetouching #Dunks',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154309317802304/?type=3,2017-02-18 18:00:00,315,35,43
46895347303_10154306034637304,,b'Shane Dawson',video,https://www.facebook.com/shanedawsonfans/videos/10155086081864726/,2017-02-15 15:59:00,220,30,0
46895347303_10154300401692304,,b'Megan Batoon',video,https://www.facebook.com/MeganBatoonFP/videos/1063038927175714/,2017-02-13 13:01:07,56,5,0
46895347303_10154293570972304,b'Jack the Wrapper',,video,https://www.facebook.com/jackinthebox/videos/10154293570972304/,2017-02-12 15:38:00,1304,190,470
46895347303_10154293238182304,"b""10 outta 10, thanks Joey's World Tour! #baconbutteryhack""",b'Jack in the Box\xc2\xae New Triple Bacon Buttery Jack\xe2\x84\xa2 Review!',video,https://www.youtube.com/attribution_link?a=AdRHLFTIU6s&u=%2Fwatch%3Fv%3DjKiUYYV2A2g%26feature%3Dshare,2017-02-10 13:48:21,120,49,17
46895347303_10154293196867304,"b""Taste our latest addition to the #brunchfast menu, the French Toast Plate, made fresh off the grill. With syrup and hickory smoked bacon, it's so authentic you'll swear it's from an actual brunch place.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154293196867304/?type=3,2017-02-10 13:25:06,190,26,29
46895347303_10154286184222304,"b'Jack was hacked, and needs your help. Chat us on Messenger to help catch the perps and earn a coupon. http://m.me/jackinthebox'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154286184222304/?type=3,2017-02-07 18:16:27,118,23,16
46895347303_10154282912832304,,b'David Lopez',video,https://www.facebook.com/davidlopezfilms/videos/1854757918115464/,2017-02-06 12:45:04,40,12,0
46895347303_10154275587392304,,"b""Jack in the Box's cover photo""",photo,https://www.facebook.com/jackinthebox/photos/a.10150631608197304.388514.46895347303/10154275587302304/?type=3,2017-02-03 17:07:53,368,76,52
46895347303_10154267317812304,b'Want this...',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154267317812304/?type=3,2017-01-31 14:35:59,122,21,14
46895347303_10154250571867304,,b'Megan Batoon',video,https://www.facebook.com/MeganBatoonFP/videos/1050797848399822/,2017-01-24 22:42:05,101,20,0
46895347303_10154235544182304,b'It\xe2\x80\x99s the question on everyone\xe2\x80\x99s mind. Will #GaryThePsychicGuineaPig pick #NewEngland or #Pittsburgh? Tune in on Sunday for his playoff prediction.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154235544182304/?type=3,2017-01-20 19:54:17,132,29,26
46895347303_10154216589052304,"b'Gary doesn\xe2\x80\x99t play the #odds, he makes them. Tune in this weekend for his playoff predictions between #Houston vs. #NewEngland and #GreenBay vs. #Dallas. #GaryTheGuineaPig'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154216589052304/?type=3,2017-01-13 13:25:38,145,23,30
46895347303_10154214190367304,,b'David Lopez',photo,https://www.facebook.com/davidlopezfilms/photos/a.1665698570354734.1073741829.1619208115003780/1847184918872764/?type=3,2017-01-12 17:28:35,435,60,0
46895347303_10154153744512304,b'2017 looks tasty. #NYE',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154153744512304/?type=3,2016-12-31 22:00:01,1270,101,201
46895347303_10154145870262304,b'Flawless \xf0\x9f\x8d\x94',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154145870262304/?type=3,2016-12-26 12:33:00,351,63,21
46895347303_10154121666532304,"b'Twas the night before finals, when all through the college\nEvery student was cramming for last minute knowledge.\nWith their heads in the books, and their hands in their hair\nTheir attempts to study soon turned to despair.\n\nThe students tried studying through the struggle,\nWhen all of their stomachs began to rumble. \nVisions of burgers danced in their mind\nSo they drove to Jack in the Box to try to unwind.\n\nThey ate pancakes and Double Jacks, then wanted some sides\nSo they finished with onion rings and curly fries.\nThey finally had motivation to study in full force,\nAnd the next morning they passed every single course.'",,status,,2016-12-11 20:16:49,328,87,115
46895347303_10154113746242304,"b'How to say ""no"" to #saddesklunch'",b'Jack in the Box | #saddesklunch',video,https://www.facebook.com/jackinthebox/videos/10154113746242304/,2016-12-09 14:46:14,104,20,10
46895347303_10154099459617304,"b'After a long day of fighting zombies, you\xe2\x80\x99ll work up an appetite.  #ReleaseDay'",b'Jack in the Box | Zombies',video,https://www.facebook.com/jackinthebox/videos/10154099459617304/,2016-12-06 12:30:00,323,44,48
46895347303_10154086459462304,"b'Yeah, your mouth is watering too'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154086459462304/?type=3,2016-12-03 13:37:00,276,45,19
46895347303_10154066567802304,"b'On #ThanksgivingEve, we\xe2\x80\x99re all thankful for a 24/7 drive-thru.'",,video,https://www.facebook.com/jackinthebox/videos/10154066567802304/,2016-11-23 13:04:00,812,127,348
46895347303_10154051124077304,,b'Josh Elkin',video,https://www.facebook.com/TheJoshElkin/videos/1200225720059215/,2016-11-17 13:20:17,2121,290,0
46895347303_10154031430012304,,b'Funny Or Die',video,https://www.facebook.com/funnyordie/videos/10154672359723851/,2016-11-10 17:00:10,4424,69,0
46895347303_10154031264152304,"b'We\xe2\x80\x99re now broadcasting LIVE on the Funny Or Die page! Guest star King Bach is here taking calls and answering comments, so tune in now!'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154031264152304/?type=3,2016-11-10 16:02:01,62,14,3
46895347303_10154031099487304,"b""At 1PM PST, we're LIVE on the Funny Or Die page. We're taking calls and tackling your cravings with King Bach, so tune in!""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154031099487304/?type=3,2016-11-10 14:15:00,87,10,4
46895347303_10154022774062304,"b'Share if you ""ate""'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10154022774062304/?type=3,2016-11-07 13:51:06,4238,266,874
46895347303_10154014615917304,"b'Step into the world of #Brunchfast in a 360\xc2\xba experience starring Bart Baker, Josh Elkin, and Daym Drops.'",b'Enter the Mind of Jack 360\xc2\xba | Jack in the Box',video,https://www.facebook.com/jackinthebox/videos/10154014615917304/,2016-11-07 12:00:00,1004,269,477
46895347303_10154014911087304,b'Brunchfast Acquired \xe2\x9c\x94\xef\xb8\x8f',b'Jack in the Box | Brunchfast Activation',video,https://www.facebook.com/jackinthebox/videos/10154014911087304/,2016-11-04 15:11:19,365,30,19
46895347303_10153968122702304,b'Stop.Pose.Go',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153968122702304/?type=3,2016-10-20 11:00:01,129,82,13
46895347303_10153961805197304,b'Brunch Burger to save the day... almost #cricketscravings',,video,https://www.facebook.com/jackinthebox/videos/10153961805197304/,2016-10-17 21:58:00,310,46,36
46895347303_10153947685867304,b'Headed out again #cricketscravings',"b""Day 2: Cricket's Cravings""",video,https://www.facebook.com/jackinthebox/videos/10153947685867304/,2016-10-14 22:25:00,422,49,41
46895347303_10153944587247304,b'We just finished dinner and dessert and Cricket wants Homestyle Potatoes. #cricketscravings',"b""Cricket's Cravings: Part 1""",video,https://www.facebook.com/jackinthebox/videos/10153944587247304/,2016-10-12 20:32:00,537,52,61
46895347303_10153930605722304,b'Double Deliciousness',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153930605722304/?type=3,2016-10-09 12:00:00,1062,125,110
46895347303_10153925084837304,,b'RecordSetter',video,https://www.facebook.com/RecordSetter/videos/1173410866062600/,2016-10-05 13:27:56,617,234,1
46895347303_10153911655512304,b'Dreams really do come true.',,video,https://www.facebook.com/jackinthebox/videos/10153911655512304/,2016-10-01 11:00:00,502,70,57
46895347303_10153911638157304,b'#teamcurly or #teamstraight',,video,https://www.facebook.com/jackinthebox/videos/10153911638157304/,2016-09-30 12:10:41,234,56,49
46895347303_10153909226657304,b'bae-rrito',,video,https://www.facebook.com/jackinthebox/videos/10153909226657304/,2016-09-29 13:27:50,404,58,49
46895347303_10153887171107304,b'#chillin',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153887171107304/?type=3,2016-09-26 12:00:00,121,21,12
46895347303_10153887174037304,"b'When your birthday is SUPER OFFICIAL. Happy Birthday, Daym Drops.'",,video,https://www.facebook.com/jackinthebox/videos/10153887174037304/,2016-09-24 12:00:00,121,17,4
46895347303_10153886839997304,b'The perfect fall accessory. #butteryjack #firstdayoffall',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153886839997304/?type=3,2016-09-23 00:00:01,199,28,20
46895347303_10153882715227304,"b'Did anyone see me in the audience? I know, I know. I\xe2\x80\x99m pretty tough to spot. #AwardShows #Hollywood #kidding'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153882715227304/?type=3,2016-09-18 20:06:20,262,32,27
46895347303_10153876559657304,b'#TeamJack \xf0\x9f\x8f\x89',,video,https://www.facebook.com/jackinthebox/videos/10153876559657304/,2016-09-16 12:09:00,152,25,16
46895347303_10153871750467304,,b'Miranda Sings',video,https://www.facebook.com/MirandaSingsOfficial/videos/10154031060159220/,2016-09-14 13:49:37,3406,646,1
46895347303_10153855706552304,"b'For some reason, the people sitting behind me always seem a little annoyed. #SeasonKickoff #CARvsDEN'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153855706552304/?type=3,2016-09-08 16:04:44,2582,62,69
46895347303_10153853512357304,"b""Yesterday's first customer at the brand new Jack in the Box at the Naval Base on Coronado Island.""",,video,https://www.facebook.com/jackinthebox/videos/10153853512357304/,2016-09-07 15:28:46,1302,119,147
46895347303_10153836458842304,b'Friday calls for one (or both) of these.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153836458842304/?type=3,2016-09-02 12:55:00,333,65,23
46895347303_10153827822497304,"b'Heading back to school, but still got burgers on your brain.'",b'Jack in the Box | Back to School',video,https://www.facebook.com/jackinthebox/videos/10153827822497304/,2016-08-29 16:23:45,1521,86,172
46895347303_10153818662527304,b'\xf0\x9f\x8d\x94 \xf0\x9f\x8d\x94 \xf0\x9f\x8d\x94',,video,https://www.facebook.com/jackinthebox/videos/10153818662527304/,2016-08-26 13:34:49,721,117,104
46895347303_10153808010612304,b'Circles of Delicious. #HomeofBreakfastServedAllDay',,video,https://www.facebook.com/jackinthebox/videos/10153808010612304/,2016-08-22 13:11:52,188,29,12
46895347303_10153800566087304,b'A message from the upside down.',,video,https://www.facebook.com/jackinthebox/videos/10153800566087304/,2016-08-19 16:27:54,1491,252,287
46895347303_10153794683207304,,b'Nick Young',video,https://www.facebook.com/NickSwagyPYoung/videos/605728196268569/,2016-08-17 11:06:01,1652,98,0
46895347303_10153742162037304,"b'Jack\xe2\x80\x99s Brewhouse Bacon Burger is so authentic tasting, you\xe2\x80\x99ll swear it\xe2\x80\x99s from an actual brewhouse.'",b'Jack In The Box',link,http://jbox.is/Brewhouse,2016-07-28 12:03:00,4655,469,373
46895347303_10153723623142304,"b'We did it live! Watch what happened when Jack revealed his new burger and hung out with Danny Berk, Foodbeast, and Daym Drops at our brew house party.'","b""Jack's Live brew house Party""",video,https://www.facebook.com/jackinthebox/videos/10153723623142304/,2016-07-19 20:19:05,379,668,92
46895347303_10153721354197304,"b'At 6pm PST tomorrow, Jack goes LIVE. Tune in as Danny Berk, Foodbeast and Daym Drops help him unveil his new burger.'",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153721354197304/?type=3,2016-07-18 21:11:06,151,41,32
46895347303_10153705251867304,b'... a wild Srirachachu appears',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153705251867304/?type=3,2016-07-12 15:37:24,5699,476,1194
46895347303_10153681504377304,b'Every holiday party calls for potato salad.',b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153681504377304/?type=3,2016-07-04 12:26:00,301,43,50
46895347303_10153679507877304,"b""It's #JackWeek for the sharks.""",b'Timeline Photos',photo,https://www.facebook.com/jackinthebox/photos/a.402437867303.178879.46895347303/10153679507877304/?type=3,2016-06-30 12:17:48,93,16,20
46895347303_10153677491067304,"b""When you're trying to dance, but you're actually a burger. #killinit""",b'Jack in the Box | Burger Dance',video,https://www.facebook.com/jackinthebox/videos/10153677491067304/,2016-06-29 16:42:54,337,38,54
46895347303_10153667272592304,b'The many faces of Jack.',,video,https://www.facebook.com/jackinthebox/videos/10153667272592304/,2016-06-25 11:00:01,2126,165,419
46895347303_10153662014807304,b'Summer + #NationalOnionRingDay= \xe2\x9d\xa4\xef\xb8\x8f',b'Jack in the Box | Onion Rings',video,https://www.facebook.com/jackinthebox/videos/10153662014807304/,2016-06-22 18:01:02,90,10,15
46895347303_10153645643817304,"b'The Portobello Mushroom Buttery Jack is back, part of the Buttery Jack family.'","b""It's back!""",link,http://jbox.is/PMBJ,2016-06-15 16:20:37,117,54,22
46895347303_10153642725497304,b'Got my my eye on that Portobello Mushroom Buttery Jack.',b'Jack in the Box | Gaming',video,https://www.facebook.com/jackinthebox/videos/10153642725497304/,2016-06-14 10:40:00,1074,75,122
46895347303_10153634848767304,b'#IBelieveThatWeWillWinButEvenOnTheOffChanceThatWeDontAtLeastWeStill HaveCheeseburgersAndFreedom #USAvsPAR',b'Jack in the Box | Soccer Star',video,https://www.facebook.com/jackinthebox/videos/10153634848767304/,2016-06-10 21:00:00,105,15,17
